Transaction_ID,Date,Customer_ID,Age,Gender,Category,Product,Region,Quantity,Price,Discount_Percent,Sales
312,2025-09-17,C1246,36,Female,Home & Kitchen,Mixer,North,4,4110.87,20,13154.78
313,2026-07-29,C1109,38,Female,Home & Kitchen,Table,North,6,1632.35,0,9794.1
314,2025-09-04,C1128,44,Male,Clothing,Shoes,North,4,4415.54,10,15895.94
315,2026-01-17,C1133,52,Male,Groceries,Rice,West,4,3610.8,5,13721.04
316,2026-07-26,C1213,41,Female,Electronics,Laptop,South,4,45918.58,10,165306.89
317,2025-06-05,C1248,43,Female,Groceries,Coffee,North,4,2650.9,20,8482.88
318,2025-12-04,C1075,40,Female,Electronics,Headphones,West,4,45277.46,10,162998.86
319,2025-10-16,C1212,33,Female,Clothing,T-Shirt,South,5,4040.67,10,18183.02
320,2025-05-04,C1001,25,Male,Groceries,Coffee,East,4,3424.26,0,13697.04
321,2025-05-23,C1191,38,Male,Home & Kitchen,Table,North,3,3486.05,0,10458.15
322,2026-04-05,C1039,26,Male,Electronics,Laptop,West,6,37986.51,15,193731.2
323,2025-08-07,C1091,51,Female,Electronics,Headphones,South,2,32573.35,10,58632.03
324,2026-06-26,C1084,42,Female,Clothing,Jeans,West,4,1938.98,10,6980.33
325,2025-03-24,C1110,20,Female,Clothing,Jeans,East,6,1436.18,0,8617.08
326,2026-01-10,C1121,36,Male,Electronics,Tablet,West,4,49091.75,0,196367.0
327,2026-04-10,C1286,26,Female,Clothing,Shoes,North,6,645.22,15,3290.62
328,2025-11-30,C1222,58,Female,Home & Kitchen,Cookware,East,1,4131.45,20,3305.16
329,2025-05-07,C1255,33,Male,Home & Kitchen,Cookware,South,2,3355.63,0,6711.26
330,2026-07-30,C1050,38,Male,Electronics,Tablet,North,6,21516.21,10,116187.53
331,2025-07-20,C1035,34,Female,Electronics,Tablet,West,4,11089.24,15,37703.42
332,2026-03-14,C1076,63,Male,Home & Kitchen,Mixer,East,5,3487.53,15,14822.0
333,2026-07-04,C1276,46,Male,Electronics,Headphones,West,2,8324.75,20,13319.6
334,2026-08-02,C1194,41,Female,Groceries,Bread,East,4,565.91,15,1924.09
335,2026-07-27,C1268,23,Female,Groceries,Rice,East,1,1381.35,0,1381.35
336,2025-04-03,C1109,52,Female,Home & Kitchen,Table,South,4,2374.73,0,9498.92
337,2025-02-18,C1190,25,Male,Groceries,Coffee,West,5,2397.73,0,11988.65
338,2025-11-14,C1106,60,Female,Home & Kitchen,Mixer,South,2,2341.12,20,3745.79
339,2026-07-25,C1183,58,Male,Electronics,Laptop,North,5,14299.66,0,71498.3
340,2025-05-07,C1046,62,Male,Home & Kitchen,Table,West,6,4964.44,20,23829.31
341,2025-04-19,C1268,65,Male,Home & Kitchen,Table,North,4,4417.18,20,14134.98
342,2025-06-23,C1158,62,Male,Clothing,Jacket,East,4,4114.93,0,16459.72
343,2025-11-20,C1161,53,Female,Electronics,Headphones,North,4,34360.84,5,130571.19
344,2025-11-28,C1243,32,Male,Groceries,Bread,East,4,2770.44,0,11081.76
345,2025-09-23,C1210,26,Male,Clothing,Jacket,East,5,3409.42,5,16194.74
346,2026-05-29,C1093,55,Male,Home & Kitchen,Table,West,4,3207.49,20,10263.97
347,2026-02-23,C1235,18,Male,Clothing,Shoes,North,2,107.95,15,183.52
348,2025-05-07,C1223,42,Male,Groceries,Milk,West,5,658.87,0,3294.35
349,2026-02-24,C1099,62,Male,Electronics,Smartphone,North,4,19430.89,10,69951.2
350,2026-03-27,C1195,45,Female,Electronics,Smartphone,East,2,29555.25,15,50243.92
351,2025-04-28,C1100,50,Female,Electronics,Headphones,East,7,16011.45,5,106476.14
352,2026-02-25,C1056,18,Male,Clothing,Shoes,East,4,2181.12,15,7415.81
353,2026-02-23,C1126,28,Male,Home & Kitchen,Table,North,5,2610.33,5,12399.07
354,2026-03-16,C1204,55,Male,Clothing,Shoes,East,5,2678.87,15,11385.2
355,2026-08-02,C1075,62,Female,Home & Kitchen,Mixer,South,5,4861.53,10,21876.88
356,2025-08-22,C1051,23,Male,Groceries,Milk,North,6,4631.9,10,25012.26
357,2025-05-05,C1037,59,Female,Groceries,Rice,North,6,693.74,5,3954.32
358,2025-07-20,C1285,30,Male,Groceries,Bread,East,6,3034.57,15,15476.31
359,2025-03-10,C1165,58,Male,Clothing,Shoes,North,1,1958.28,15,1664.54
360,2026-07-08,C1109,38,Female,Clothing,T-Shirt,East,6,1272.19,10,6869.83
361,2026-05-14,C1092,41,Male,Home & Kitchen,Mixer,East,4,4161.91,15,14150.49
362,2026-05-24,C1273,52,Female,Electronics,Headphones,South,2,24496.0,10,44092.8
363,2025-06-14,C1008,45,Male,Home & Kitchen,Chair,North,1,3972.98,10,3575.68
364,2025-04-27,C1267,62,Male,Electronics,Tablet,West,6,11464.71,10,61909.43
365,2026-06-01,C1184,37,Male,Clothing,T-Shirt,South,6,3963.02,15,20211.4
366,2025-10-31,C1108,61,Female,Clothing,Shoes,West,6,786.54,10,4247.32
367,2026-02-21,C1216,40,Male,Clothing,Jacket,East,7,1907.88,10,12019.64
368,2025-03-23,C1092,64,Male,Groceries,Coffee,East,1,1843.23,0,1843.23
369,2025-04-26,C1225,49,Female,Home & Kitchen,Table,East,5,2408.59,0,12042.95
370,2026-05-09,C1189,48,Male,Groceries,Milk,West,3,2269.18,20,5446.03
371,2026-07-20,C1298,38,Female,Clothing,Shoes,West,6,3454.22,10,18652.79
372,2025-10-30,C1163,36,Female,Clothing,T-Shirt,West,3,1092.99,0,3278.97
373,2025-03-06,C1292,42,Male,Clothing,T-Shirt,North,7,61.47,10,387.26
374,2025-07-07,C1128,26,Male,Groceries,Rice,North,5,3779.47,20,15117.88
375,2026-01-19,C1260,47,Male,Home & Kitchen,Table,South,2,566.8,0,1133.6
376,2025-10-17,C1045,36,Male,Groceries,Bread,South,3,3178.84,20,7629.22
377,2026-01-15,C1144,55,Female,Home & Kitchen,Chair,South,1,2528.09,5,2401.69
378,2025-10-17,C1295,20,Female,Clothing,Jeans,East,5,3350.93,15,14241.45
379,2025-08-19,C1053,56,Male,Clothing,Shoes,North,6,1367.53,20,6564.14
380,2025-02-22,C1275,42,Female,Electronics,Smartphone,East,5,1780.09,10,8010.4
381,2025-01-10,C1054,37,Female,Electronics,Headphones,South,7,43359.98,5,288343.87
382,2026-02-12,C1022,47,Male,Clothing,Jeans,West,4,1211.53,20,3876.9
383,2025-10-17,C1248,51,Male,Electronics,Headphones,East,7,36060.69,15,214561.11
384,2025-06-03,C1274,49,Female,Electronics,Tablet,South,1,15947.58,0,15947.58
385,2025-06-06,C1156,28,Male,Electronics,Headphones,North,2,23401.7,20,37442.72
386,2026-03-28,C1100,35,Male,Groceries,Bread,East,1,4221.42,15,3588.21
387,2026-02-25,C1186,40,Female,Electronics,Headphones,North,1,18927.95,15,16088.76
388,2025-06-24,C1023,38,Male,Electronics,Tablet,East,3,42228.01,5,120349.83
389,2026-03-28,C1281,47,Male,Electronics,Laptop,North,1,13994.13,10,12594.72
390,2025-04-11,C1028,58,Male,Home & Kitchen,Table,East,3,3238.54,5,9229.84
391,2026-03-31,C1013,35,Male,Home & Kitchen,Chair,North,6,3865.36,0,23192.16
392,2025-06-15,C1100,62,Male,Home & Kitchen,Table,North,2,1099.37,0,2198.74
393,2025-10-01,C1003,45,Female,Electronics,Smartphone,West,1,6916.39,15,5878.93
394,2025-12-22,C1021,60,Male,Home & Kitchen,Mixer,North,4,3580.37,0,14321.48
395,2025-02-13,C1053,27,Female,Electronics,Laptop,North,6,39122.57,20,187788.34
396,2026-02-02,C1138,52,Male,Electronics,Smartphone,East,2,1064.45,15,1809.56
397,2026-06-20,C1029,60,Male,Groceries,Milk,West,1,4535.03,15,3854.78
398,2025-04-29,C1156,33,Male,Clothing,Shoes,North,2,3403.83,15,5786.51
399,2025-06-24,C1222,58,Female,Home & Kitchen,Cookware,North,2,4292.79,20,6868.46
400,2026-06-03,C1244,29,Female,Clothing,Jacket,West,5,1741.93,5,8274.17
401,2025-11-03,C1160,28,Female,Groceries,Rice,North,4,2764.49,15,9399.27
402,2025-07-14,C1157,51,Female,Groceries,Rice,West,5,2020.13,15,8585.55
403,2026-05-31,C1090,57,Male,Electronics,Headphones,East,4,23743.11,5,90223.82
404,2025-10-05,C1233,34,Male,Electronics,Tablet,South,4,27269.67,15,92716.88
405,2026-01-29,C1267,30,Male,Home & Kitchen,Table,West,2,4485.57,0,8971.14
406,2026-05-06,C1049,64,Female,Home & Kitchen,Cookware,South,7,861.21,10,5425.62
407,2025-08-30,C1282,22,Female,Home & Kitchen,Chair,West,4,2717.12,0,10868.48
408,2025-01-15,C1224,38,Female,Electronics,Headphones,North,6,20840.55,10,112538.97
409,2026-08-13,C1202,63,Male,Clothing,Jeans,East,6,4044.48,5,23053.54
410,2026-05-08,C1235,61,Male,Clothing,Jacket,North,6,4326.61,15,22065.71
411,2026-05-07,C1070,58,Female,Home & Kitchen,Table,West,5,2659.8,15,11304.15
412,2025-11-28,C1139,54,Male,Groceries,Coffee,South,3,4906.66,0,14719.98
413,2025-06-03,C1260,61,Male,Groceries,Bread,North,7,1109.09,5,7375.45
414,2025-09-02,C1247,25,Male,Groceries,Rice,South,2,3506.64,10,6311.95
415,2026-03-03,C1039,34,Male,Home & Kitchen,Chair,West,4,1274.33,0,5097.32
416,2025-05-17,C1074,53,Male,Home & Kitchen,Chair,West,6,4283.27,15,21844.68
417,2025-06-19,C1252,57,Female,Home & Kitchen,Cookware,East,2,4033.53,20,6453.65
418,2025-12-15,C1141,62,Female,Home & Kitchen,Cookware,West,3,1306.41,10,3527.31
419,2025-05-09,C1160,42,Male,Electronics,Smartphone,East,7,45984.6,10,289702.98
420,2025-12-25,C1091,43,Female,Electronics,Headphones,North,4,4627.01,10,16657.24
421,2025-04-01,C1082,21,Male,Clothing,T-Shirt,South,4,1962.3,20,6279.36
422,2025-09-23,C1203,58,Male,Electronics,Smartphone,North,2,45920.13,15,78064.22
423,2026-08-03,C1197,28,Female,Clothing,T-Shirt,East,1,783.48,20,626.78
424,2025-04-19,C1188,24,Male,Electronics,Headphones,East,4,37962.94,10,136666.58
425,2025-03-25,C1242,62,Male,Groceries,Milk,West,5,2126.27,15,9036.65
426,2026-05-09,C1271,52,Male,Electronics,Tablet,North,3,29730.74,15,75813.39
427,2025-06-13,C1024,41,Female,Groceries,Bread,West,3,4187.34,20,10049.62
428,2025-09-05,C1116,40,Male,Groceries,Milk,North,1,2343.3,20,1874.64
429,2026-05-24,C1249,23,Male,Groceries,Milk,North,5,3839.46,0,19197.3
430,2025-11-13,C1212,20,Female,Clothing,Shoes,East,7,1057.71,20,5923.18
431,2026-05-26,C1239,58,Male,Clothing,Jacket,North,4,4835.89,10,17409.2
432,2026-06-21,C1112,44,Male,Groceries,Milk,South,2,4485.4,20,7176.64
433,2026-07-05,C1016,39,Male,Electronics,Smartphone,South,3,49977.24,15,127441.96
434,2025-07-21,C1032,51,Male,Electronics,Tablet,South,1,19096.42,5,18141.6
435,2026-07-14,C1111,42,Male,Electronics,Laptop,North,3,31458.86,0,94376.58
436,2026-07-17,C1292,34,Male,Electronics,Smartphone,East,1,25741.34,0,25741.34
437,2025-07-17,C1001,64,Male,Home & Kitchen,Chair,South,7,3585.92,10,22591.3
438,2026-04-22,C1073,30,Female,Groceries,Rice,South,6,1755.79,5,10008.0
439,2025-03-17,C1175,62,Male,Home & Kitchen,Cookware,West,5,4289.86,0,21449.3
440,2026-06-28,C1128,21,Female,Electronics,Laptop,North,3,24176.77,15,61650.76
441,2025-09-27,C1162,21,Female,Groceries,Bread,East,4,665.7,5,2529.66
442,2025-06-17,C1193,22,Male,Electronics,Headphones,West,6,27366.87,0,164201.22
443,2026-08-15,C1043,27,Male,Clothing,Shoes,West,5,4809.49,10,21642.7
444,2025-11-09,C1007,31,Female,Groceries,Coffee,East,4,1485.73,10,5348.63
445,2026-05-15,C1124,50,Male,Groceries,Milk,West,7,4535.13,5,30158.61
446,2026-02-05,C1097,22,Male,Clothing,T-Shirt,West,3,997.57,15,2543.8
447,2025-11-14,C1050,65,Male,Clothing,T-Shirt,East,6,1273.3,0,7639.8
448,2025-10-16,C1141,37,Female,Clothing,T-Shirt,East,3,330.1,15,841.76
449,2026-02-08,C1029,41,Female,Groceries,Bread,East,6,3915.93,20,18796.46
450,2025-07-21,C1017,19,Female,Clothing,T-Shirt,South,1,106.83,20,85.46
451,2026-04-19,C1219,29,Male,Electronics,Tablet,East,6,27819.22,5,158569.55
452,2026-08-09,C1166,39,Female,Groceries,Milk,East,2,2441.05,5,4638.0
453,2026-07-07,C1148,61,Male,Groceries,Bread,West,3,424.14,15,1081.56
454,2025-05-14,C1207,44,Female,Groceries,Bread,North,2,1373.64,5,2609.92
455,2025-02-28,C1258,46,Female,Electronics,Tablet,North,6,15714.08,15,80141.81
456,2026-07-14,C1248,39,Female,Groceries,Milk,South,1,816.4,10,734.76
457,2025-10-28,C1068,24,Male,Clothing,T-Shirt,North,5,2070.35,0,10351.75
458,2025-08-25,C1046,59,Female,Home & Kitchen,Table,West,1,1141.39,0,1141.39
459,2025-02-23,C1178,52,Female,Clothing,Shoes,East,6,554.37,5,3159.91
460,2026-08-28,C1073,44,Female,Electronics,Headphones,East,1,21757.65,15,18494.0
461,2025-06-19,C1212,62,Female,Home & Kitchen,Cookware,East,1,2757.04,0,2757.04
462,2025-02-16,C1063,50,Male,Electronics,Laptop,South,7,2595.93,15,15445.78
463,2025-11-10,C1161,28,Female,Electronics,Headphones,South,2,3220.06,20,5152.1
464,2025-06-13,C1077,63,Male,Clothing,Shoes,South,7,4200.53,10,26463.34
465,2026-05-09,C1209,26,Male,Clothing,T-Shirt,South,7,3702.69,10,23326.95
466,2026-07-03,C1137,35,Female,Groceries,Rice,East,7,1380.82,15,8215.88
467,2025-07-07,C1230,57,Female,Electronics,Smartphone,South,5,43698.77,10,196644.46
468,2025-03-04,C1150,28,Female,Home & Kitchen,Table,North,5,3930.74,5,18671.01
469,2025-03-29,C1207,18,Male,Electronics,Tablet,East,6,25181.3,20,120870.24
470,2025-01-21,C1242,24,Male,Clothing,Jeans,North,2,2073.45,20,3317.52
471,2025-05-09,C1196,29,Female,Groceries,Coffee,East,3,596.64,20,1431.94
472,2025-11-15,C1052,41,Male,Home & Kitchen,Chair,North,7,1311.67,20,7345.35
473,2025-06-26,C1295,33,Male,Groceries,Milk,North,7,4766.43,15,28360.26
474,2026-07-01,C1039,39,Male,Electronics,Laptop,South,1,3974.27,20,3179.42
475,2026-02-18,C1214,26,Male,Electronics,Smartphone,East,7,41911.63,10,264043.27
476,2026-05-10,C1112,40,Male,Electronics,Headphones,North,5,36124.27,15,153528.15
477,2025-01-18,C1094,39,Female,Groceries,Coffee,North,5,3607.76,15,15332.98
478,2026-05-14,C1122,27,Male,Clothing,T-Shirt,West,6,870.45,5,4961.57
479,2025-01-11,C1206,56,Male,Groceries,Coffee,East,2,2620.16,15,4454.27
480,2026-08-07,C1137,64,Male,Clothing,Jacket,South,3,1711.59,15,4364.55
481,2026-03-25,C1141,18,Female,Electronics,Headphones,North,3,34851.85,5,99327.77
482,2025-11-13,C1295,41,Female,Home & Kitchen,Table,North,5,3498.3,20,13993.2
483,2025-01-07,C1103,18,Male,Groceries,Rice,South,5,3835.76,10,17260.92
484,2025-07-26,C1029,60,Female,Electronics,Headphones,South,1,33695.0,10,30325.5
485,2025-04-03,C1086,33,Male,Home & Kitchen,Cookware,East,1,3670.02,0,3670.02
486,2025-12-05,C1147,19,Male,Home & Kitchen,Table,North,6,3968.21,20,19047.41
487,2025-08-20,C1146,65,Female,Groceries,Bread,West,3,424.71,0,1274.13
488,2025-10-19,C1220,62,Female,Home & Kitchen,Chair,South,6,1977.55,0,11865.3
489,2025-11-19,C1003,31,Female,Electronics,Laptop,West,6,21730.26,20,104305.25
490,2025-05-02,C1107,49,Male,Groceries,Bread,South,6,1903.68,15,9708.77
491,2025-12-14,C1159,51,Male,Groceries,Milk,West,6,4219.51,0,25317.06
492,2025-09-07,C1295,49,Female,Groceries,Coffee,West,1,2926.02,0,2926.02
493,2026-06-25,C1059,24,Female,Electronics,Headphones,North,5,10441.39,15,44375.91
494,2026-02-04,C1215,48,Male,Groceries,Coffee,North,6,3762.39,0,22574.34
495,2026-04-15,C1062,59,Female,Home & Kitchen,Chair,South,4,4270.3,20,13664.96
496,2025-02-09,C1237,19,Female,Electronics,Laptop,South,3,13620.04,10,36774.11
497,2026-05-29,C1178,29,Male,Home & Kitchen,Chair,South,4,3741.48,0,14965.92
498,2025-08-27,C1195,55,Male,Groceries,Milk,South,6,3991.4,0,23948.4
499,2026-01-13,C1110,30,Male,Electronics,Laptop,West,6,13548.64,15,69098.06
500,2026-04-25,C1279,23,Female,Groceries,Milk,West,2,3326.75,15,5655.48
501,2026-01-27,C1257,54,Male,Clothing,T-Shirt,South,4,1873.32,15,6369.29
502,2025-04-30,C1178,65,Female,Clothing,T-Shirt,North,5,4447.9,20,17791.6
503,2026-03-31,C1104,30,Female,Home & Kitchen,Chair,South,3,2595.3,20,6228.72
504,2026-07-04,C1176,44,Female,Clothing,Shoes,West,3,4072.93,20,9775.03
505,2026-04-03,C1163,48,Male,Groceries,Rice,West,7,4016.67,20,22493.35
506,2026-05-14,C1291,39,Female,Electronics,Laptop,East,1,48061.85,10,43255.66
507,2025-07-26,C1256,60,Female,Clothing,Shoes,East,2,3545.48,15,6027.32
508,2025-12-05,C1025,21,Male,Groceries,Coffee,North,5,4328.94,5,20562.46
509,2025-10-03,C1048,36,Male,Groceries,Bread,West,3,3396.82,20,8152.37
510,2025-07-10,C1051,38,Female,Groceries,Milk,South,2,1742.43,20,2787.89
511,2025-01-14,C1203,49,Male,Home & Kitchen,Chair,North,1,2332.78,0,2332.78
512,2025-10-04,C1133,40,Male,Clothing,Jacket,East,7,4325.03,10,27247.69
513,2025-03-05,C1260,18,Male,Groceries,Rice,West,1,395.51,10,355.96
514,2025-04-03,C1142,37,Female,Home & Kitchen,Chair,West,6,2919.64,0,17517.84
515,2025-10-23,C1118,37,Female,Electronics,Headphones,South,3,35012.01,15,89280.63
516,2026-03-14,C1026,28,Female,Groceries,Coffee,West,2,2039.34,20,3262.94
517,2025-10-23,C1209,37,Female,Home & Kitchen,Table,East,6,3528.07,20,16934.74
518,2025-08-27,C1155,40,Female,Home & Kitchen,Chair,West,6,3004.04,20,14419.39
519,2025-08-22,C1239,48,Male,Groceries,Rice,North,3,1042.74,20,2502.58
520,2026-01-15,C1231,29,Male,Home & Kitchen,Table,North,7,3890.76,15,23150.02
521,2025-04-08,C1071,61,Female,Home & Kitchen,Chair,South,6,1564.95,10,8450.73
522,2026-07-18,C1271,54,Female,Groceries,Coffee,East,2,1379.38,5,2620.82
523,2025-02-25,C1110,25,Male,Electronics,Smartphone,South,1,48391.3,15,41132.61
524,2026-02-24,C1125,30,Female,Home & Kitchen,Cookware,West,2,1319.49,0,2638.98
525,2025-06-15,C1278,19,Male,Electronics,Smartphone,East,6,44922.08,5,256055.86
526,2025-07-11,C1266,57,Female,Groceries,Coffee,South,6,4028.83,20,19338.38
527,2025-03-06,C1247,48,Male,Home & Kitchen,Table,South,4,1404.52,0,5618.08
528,2025-03-30,C1176,35,Male,Electronics,Headphones,West,2,14167.76,5,26918.74
529,2025-02-01,C1040,37,Female,Home & Kitchen,Mixer,East,7,1036.27,20,5803.11
530,2026-03-04,C1038,36,Female,Electronics,Smartphone,East,5,37107.91,15,157708.62
531,2025-07-06,C1224,57,Male,Electronics,Headphones,North,2,6249.31,15,10623.83
532,2025-07-07,C1270,48,Female,Electronics,Laptop,West,5,25556.4,20,102225.6
533,2026-05-01,C1191,55,Female,Home & Kitchen,Table,West,1,3720.93,10,3348.84
534,2026-02-10,C1096,55,Female,Electronics,Smartphone,East,3,11013.62,20,26432.69
535,2026-01-22,C1256,29,Male,Home & Kitchen,Chair,East,1,3938.93,10,3545.04
536,2025-12-11,C1127,58,Male,Groceries,Rice,South,7,1721.36,15,10242.09
537,2026-06-09,C1045,59,Female,Electronics,Smartphone,North,4,12558.48,15,42698.83
538,2026-04-26,C1273,41,Female,Home & Kitchen,Cookware,West,5,1198.68,15,5094.39
539,2026-04-19,C1111,30,Male,Clothing,Jacket,North,5,4726.1,10,21267.45
540,2026-05-26,C1286,56,Male,Electronics,Tablet,West,1,35154.17,5,33396.46
541,2025-06-20,C1094,38,Female,Clothing,T-Shirt,East,6,4146.39,20,19902.67
542,2025-06-29,C1202,61,Male,Electronics,Tablet,North,3,30794.94,0,92384.82
543,2025-11-04,C1137,64,Male,Groceries,Coffee,West,4,1428.43,0,5713.72
544,2026-04-26,C1237,31,Male,Groceries,Bread,North,2,1116.73,15,1898.44
545,2025-04-17,C1232,59,Female,Home & Kitchen,Cookware,East,3,908.81,0,2726.43
546,2026-02-20,C1221,38,Male,Groceries,Bread,West,3,3275.0,0,9825.0
547,2026-05-08,C1192,25,Male,Groceries,Coffee,North,6,1861.13,20,8933.42
548,2025-04-25,C1063,57,Male,Groceries,Bread,East,3,1497.96,20,3595.1
549,2026-07-04,C1119,54,Male,Home & Kitchen,Table,West,1,3284.25,15,2791.61
550,2025-02-27,C1269,49,Male,Home & Kitchen,Chair,North,2,4569.01,15,7767.32
551,2025-09-09,C1238,57,Female,Home & Kitchen,Table,East,4,4951.04,5,18813.95
552,2026-03-23,C1208,21,Female,Home & Kitchen,Mixer,West,2,1749.76,0,3499.52
553,2025-10-14,C1142,62,Male,Groceries,Rice,East,7,855.82,15,5092.13
554,2025-03-14,C1282,37,Female,Clothing,Jacket,West,2,74.88,5,142.27
555,2025-10-10,C1113,32,Male,Clothing,Jacket,West,3,1506.62,10,4067.87
556,2025-12-17,C1140,40,Female,Electronics,Laptop,East,4,20618.75,5,78351.25
557,2026-01-13,C1149,42,Female,Home & Kitchen,Table,North,1,2228.29,5,2116.88
558,2025-10-21,C1253,32,Female,Home & Kitchen,Chair,South,5,3687.88,0,18439.4
559,2025-03-11,C1113,60,Female,Clothing,Shoes,West,7,2197.53,20,12306.17
560,2025-07-11,C1040,27,Male,Groceries,Bread,West,4,2928.01,20,9369.63
561,2025-08-25,C1181,54,Female,Electronics,Tablet,East,7,12771.49,20,71520.34
562,2026-05-29,C1188,47,Male,Electronics,Smartphone,West,5,11391.14,10,51260.13
563,2026-03-21,C1220,47,Male,Home & Kitchen,Cookware,East,7,903.99,10,5695.14
564,2025-09-04,C1031,42,Female,Groceries,Milk,North,5,1238.35,5,5882.16
565,2025-07-10,C1182,59,Male,Groceries,Milk,East,5,3089.15,0,15445.75
566,2026-06-13,C1090,30,Male,Electronics,Smartphone,South,6,44804.62,0,268827.72
567,2026-01-01,C1014,64,Female,Electronics,Tablet,North,6,45653.33,10,246527.98
568,2026-02-19,C1245,52,Female,Groceries,Milk,South,5,1953.82,0,9769.1
569,2025-01-26,C1005,43,Female,Electronics,Smartphone,South,2,34224.94,0,68449.88
570,2025-09-06,C1014,31,Male,Clothing,Jacket,East,2,4857.2,0,9714.4
571,2026-02-23,C1100,52,Female,Home & Kitchen,Cookware,South,7,2585.89,10,16291.11
572,2025-02-19,C1065,52,Female,Home & Kitchen,Cookware,West,5,2218.97,10,9985.36
573,2026-04-08,C1239,21,Female,Electronics,Smartphone,East,2,26935.37,20,43096.59
574,2025-10-11,C1237,19,Male,Home & Kitchen,Cookware,East,6,823.6,5,4694.52
575,2026-05-02,C1045,19,Female,Clothing,Shoes,East,7,3670.86,0,25696.02
576,2025-11-09,C1286,27,Female,Home & Kitchen,Cookware,South,3,1929.1,20,4629.84
577,2025-06-20,C1173,40,Male,Clothing,T-Shirt,South,5,2170.87,15,9226.2
578,2025-01-04,C1093,40,Female,Clothing,Shoes,West,2,1223.87,15,2080.58
579,2025-07-21,C1212,23,Female,Clothing,Jeans,West,7,2445.9,0,17121.3
580,2026-02-05,C1096,21,Male,Groceries,Bread,West,3,4151.02,10,11207.75
581,2026-06-18,C1193,37,Female,Electronics,Laptop,West,3,17355.72,10,46860.44
582,2026-01-28,C1076,40,Female,Groceries,Bread,North,5,4952.14,10,22284.63
583,2025-03-24,C1125,64,Male,Clothing,T-Shirt,East,3,4695.72,5,13382.8
584,2025-08-25,C1248,65,Male,Home & Kitchen,Cookware,North,7,2115.11,15,12584.9
585,2026-08-29,C1127,58,Male,Clothing,Jeans,South,2,466.43,5,886.22
586,2026-06-07,C1085,38,Female,Groceries,Coffee,North,2,430.2,10,774.36
587,2025-05-01,C1298,35,Female,Groceries,Bread,East,1,1195.8,5,1136.01
588,2025-07-06,C1144,23,Male,Groceries,Coffee,West,1,97.95,10,88.16
589,2025-11-29,C1246,19,Female,Groceries,Bread,East,7,249.28,15,1483.22
590,2025-01-12,C1141,60,Male,Groceries,Bread,East,7,1393.89,15,8293.65
591,2025-03-31,C1208,53,Female,Electronics,Laptop,South,4,40883.54,20,130827.33
592,2025-03-12,C1180,54,Male,Electronics,Headphones,East,4,14437.6,5,54862.88
593,2026-04-06,C1106,38,Female,Groceries,Coffee,North,7,2673.21,10,16841.22
594,2025-06-13,C1224,33,Female,Groceries,Bread,North,4,2759.7,0,11038.8
595,2026-03-03,C1221,53,Female,Clothing,Shoes,West,6,1989.96,5,11342.77
596,2026-07-04,C1070,64,Male,Home & Kitchen,Table,North,4,654.45,10,2356.02
597,2026-08-10,C1165,39,Female,Home & Kitchen,Mixer,West,4,572.68,20,1832.58
598,2026-08-30,C1135,21,Male,Electronics,Tablet,South,2,1598.06,0,3196.12
599,2026-02-19,C1095,49,Female,Clothing,Jacket,East,3,2910.14,20,6984.34
600,2025-05-24,C1016,63,Male,Home & Kitchen,Chair,North,2,3112.92,0,6225.84
601,2025-01-04,C1095,34,Male,Groceries,Bread,East,1,689.41,20,551.53
602,2026-01-21,C1106,41,Female,Home & Kitchen,Cookware,West,1,3277.86,20,2622.29
603,2025-11-27,C1195,29,Male,Groceries,Milk,South,3,4896.8,10,13221.36
604,2025-11-12,C1182,47,Female,Groceries,Rice,South,6,3035.59,5,17302.86
605,2025-12-27,C1042,64,Male,Home & Kitchen,Mixer,South,5,2347.13,5,11148.87
606,2025-12-29,C1283,58,Female,Home & Kitchen,Mixer,South,6,653.94,5,3727.46
607,2026-08-11,C1201,27,Female,Home & Kitchen,Chair,North,1,4647.85,0,4647.85
608,2025-11-17,C1124,53,Female,Clothing,Shoes,South,4,2439.43,5,9269.83
609,2025-10-12,C1015,29,Male,Groceries,Milk,West,7,4037.35,5,26848.38
610,2025-05-08,C1150,23,Female,Home & Kitchen,Mixer,North,7,2526.38,5,16800.43
611,2025-12-22,C1217,49,Male,Home & Kitchen,Chair,North,6,3934.61,20,18886.13
612,2025-05-03,C1187,22,Female,Home & Kitchen,Cookware,North,2,2926.92,20,4683.07
613,2025-12-03,C1087,31,Male,Home & Kitchen,Table,East,6,2239.71,15,11422.52
614,2025-11-06,C1044,51,Male,Clothing,Shoes,North,7,517.37,0,3621.59
615,2025-07-25,C1043,50,Male,Groceries,Coffee,East,7,3658.25,10,23046.98
616,2025-09-08,C1212,52,Male,Groceries,Rice,North,4,1309.68,20,4190.98
617,2026-05-23,C1219,42,Female,Electronics,Smartphone,East,7,27488.75,5,182800.19
618,2026-07-20,C1054,43,Female,Electronics,Tablet,East,4,4922.58,10,17721.29
619,2026-03-13,C1111,18,Male,Home & Kitchen,Chair,South,3,4071.75,5,11604.49
620,2025-05-11,C1188,52,Male,Electronics,Tablet,East,6,29655.84,10,160141.54
621,2025-08-31,C1275,55,Male,Home & Kitchen,Cookware,North,4,3518.03,0,14072.12
622,2025-02-21,C1111,62,Female,Groceries,Rice,East,5,177.16,15,752.93
623,2025-01-26,C1299,30,Female,Groceries,Coffee,North,4,2777.7,5,10555.26
